29;29;29;27;29;30;29;25;26;29;29;29;30;29;29;27;27;29;27;25;25;27;27;29;29;27;27;25;25;25;27;30;30;30;29;25;29;29;27;29;29;29;30;30;29;29;29;29;28;29;30;29;29;29;29;29;30;29;29;29;25;27;27;27;29;29;29;23;27;29;29;29;29;29;29;29;27;27;29;27;27;29;29;27;27;25;23;27;25;23;27;25;25;25;25;27;29;30;25;17;17;10;10;9;25;25;25;25;27;27;29;29;25;23;17;6;25;24;27;29;25;25;25;29;27;13;19;29;25;29;29;27;18;25;27;29;29;25;18;27;29
27;29;29;24;25;29;29;22;25;27;30;30;29;30;30;29;29;29;25;23;25;27;29;29;29;29;30;27;25;18;25;27;29;29;27;27;29;29;27;29;29;30;29;29;29;29;28;30;29;30;30;29;26;29;30;29;29;29;29;29;29;27;27;29;27;29;29;29;23;27;29;29;29;29;29;29;27;27;29;29;27;29;29;29;27;25;27;29;29;23;25;25;23;25;29;27;27;27;29;24;25;18;23;10;17;23;25;29;27;27;27;27;24;18;18;17;24;27;27;26;25;20;25;18;25;29;29;29;29;30;29;25;27;27;25;29;29;27;29;29;29
23;29;29;30;29;22;25;25;25;29;29;30;29;30;29;29;29;27;22;25;26;29;29;30;29;27;27;27;25;29;30;29;25;25;27;29;29;27;29;29;29;29;29;29;29;26;27;30;30;29;29;29;29;30;29;30;29;29;27;27;29;27;27;27;27;27;29;29;25;23;29;29;29;29;29;29;29;27;27;29;29;27;29;27;25;25;29;30;29;25;23;25;25;25;25;27;27;27;29;29;25;18;25;27;23;18;23;27;25;25;27;25;27;25;18;25;27;24;25;27;25;27;29;25;13;25;30;29;30;29;25;24;29;29;24;27;29;29;29;29;29
27;25;29;30;30;29;27;24;25;29;29;29;29;27;27;29;29;29;29;30;29;29;29;29;29;27;18;25;29;29;29;29;29;27;27;29;29;29;27;29;29;30;29;29;30;30;25;25;30;30;30;29;30;30;29;29;29;29;29;29;25;27;29;29;29;29;27;29;29;29;29;29;29;30;29;29;29;29;29;29;27;29;29;27;27;27;23;23;29;29;23;25;27;25;27;29;29;27;27;27;27;17;25;26;25;25;25;24;25;25;25;27;29;29;25;25;24;27;27;26;25;19;29;29;25;13;25;27;27;25;24;29;29;29;27;29;29;29;29;29;30
29;27;25;29;29;30;29;27;27;29;29;29;27;24;27;30;28;27;30;30;30;29;29;29;29;29;29;26;27;25;29;29;29;26;27;29;29;29;27;29;29;29;28;29;29;30;29;19;27;29;29;30;29;30;30;30;30;30;29;29;29;29;29;27;29;29;29;29;29;29;29;29;29;29;30;29;30;29;29;29;27;29;27;27;27;29;27;23;18;25;26;29;29;29;29;29;29;30;28;25;18;9;19;25;18;19;27;25;25;23;17;14;27;29;24;17;18;27;29;29;25;17;20;27;30;25;14;27;26;27;27;24;27;27;29;29;29;29;29;29;10
25;25;29;27;27;29;27;26;27;26;29;29;29;29;29;29;29;25;26;30;29;30;29;29;29;26;29;29;29;29;24;29;29;29;29;29;27;25;29;29;29;30;29;30;30;30;30;29;29;22;29;30;30;30;29;29;29;29;30;29;30;29;29;27;25;29;29;27;29;29;29;30;29;29;29;29;30;29;29;30;29;27;27;29;29;29;29;26;27;22;27;24;29;24;22;26;29;27;27;22;15;18;17;7;6;17;26;30;27;22;25;17;25;19;17;18;25;27;29;29;30;29;22;22;29;30;29;27;29;29;29;27;29;29;29;29;30;29;29;29;10
22;10;25;29;27;27;29;29;29;27;29;26;29;29;29;24;29;25;23;30;29;29;30;29;29;27;29;29;30;29;29;29;29;29;29;30;27;19;25;29;29;30;29;29;30;29;30;30;30;29;27;29;30;30;30;30;29;29;29;30;30;29;29;27;23;25;29;29;29;29;29;29;29;29;27;29;29;29;27;29;30;29;29;28;27;22;7;10;16;9;5;9;11;4;3;4;4;4;7;9;15;16;14;9;5;5;9;22;27;19;25;24;29;30;25;18;18;29;27;19;29;30;29;26;27;30;29;26;29;29;26;29;29;29;30;30;29;29;29;29;29
29;27;25;25;27;26;29;29;29;29;29;27;29;29;29;30;30;29;19;27;25;27;30;29;27;29;29;30;30;30;29;29;29;29;29;29;30;27;25;29;29;30;29;30;30;30;30;29;29;30;29;29;29;30;29;29;30;29;25;29;30;30;29;25;17;17;25;29;29;29;29;29;29;29;29;30;29;30;28;25;9;18;22;11;4;4;10;4;1;3;3;11;4;3;3;3;5;3;4;5;3;3;9;9;15;16;9;10;9;4;3;4;22;22;19;23;22;30;28;27;18;13;27;29;29;29;29;29;29;27;29;27;24;27;29;29;29;29;29;29;29
27;29;30;25;23;29;27;27;30;29;29;30;29;29;29;29;29;30;29;29;29;29;29;29;29;30;29;29;30;29;30;30;30;29;29;29;30;29;27;29;29;30;29;29;29;29;30;30;29;29;30;30;29;29;30;30;29;30;27;29;29;30;29;25;23;17;17;25;25;27;29;30;29;29;29;29;24;20;15;18;1;3;17;4;3;3;9;11;4;4;9;4;3;3;3;3;5;16;16;4;3;4;20;8;4;7;9;7;4;1;3;3;3;3;5;9;18;24;28;30;27;18;26;29;26;30;30;29;29;29;27;24;27;27;29;29;29;29;29;29;29
25;25;29;29;25;29;29;25;29;30;30;30;29;29;29;29;30;29;27;29;29;29;29;26;29;29;29;29;30;30;30;29;29;29;29;29;30;29;27;24;29;30;29;29;28;30;30;29;27;27;29;30;29;29;29;29;30;29;29;27;30;29;29;27;27;25;23;23;25;27;26;29;16;7;5;9;9;3;3;11;7;16;16;4;4;4;11;7;4;4;4;3;3;3;3;3;5;21;15;4;4;16;16;7;4;3;3;11;11;7;4;1;4;4;4;5;5;5;5;9;19;22;29;30;30;30;27;25;26;29;29;25;27;29;29;29;29;29;29;30;29
28;27;25;29;29;29;29;29;23;25;30;30;29;29;30;29;30;29;29;29;24;27;29;29;29;30;30;29;29;30;29;30;29;27;29;30;29;29;29;27;29;30;29;30;30;30;29;25;25;25;29;30;29;30;29;29;29;29;29;25;29;29;29;29;30;29;25;18;25;18;3;3;9;9;3;4;11;3;3;4;16;8;7;21;26;16;5;3;3;4;4;3;3;3;3;3;3;4;3;3;3;4;8;11;16;11;16;4;4;4;4;8;4;4;3;3;4;4;4;3;5;5;4;16;30;29;24;27;25;29;29;24;22;29;29;29;29;29;27;25;24
30;29;29;27;27;24;29;30;27;18;27;29;29;30;29;30;29;30;30;29;29;29;26;25;23;29;30;29;29;29;30;29;29;27;29;29;29;30;29;27;29;30;29;30;30;29;29;25;25;25;10;17;27;29;29;29;29;27;29;27;27;30;30;30;29;18;14;6;6;6;5;9;19;8;5;7;4;5;11;20;7;3;11;21;16;4;4;3;4;8;16;11;3;4;8;4;8;4;4;4;4;11;16;16;11;3;3;3;8;11;11;11;4;4;11;11;11;11;11;11;4;5;5;4;5;9;21;22;22;27;26;25;25;27;22;25;27;22;25;26;29
30;30;29;26;25;29;29;29;29;27;14;27;29;30;30;29;30;29;29;30;30;29;27;25;13;10;10;17;18;23;25;27;29;29;29;29;29;29;30;29;29;29;29;25;29;30;30;25;18;25;25;18;17;25;29;30;29;27;26;30;29;19;23;5;3;3;9;6;9;9;15;20;16;3;7;16;4;16;28;4;3;5;8;4;7;16;16;4;8;21;16;4;4;16;11;8;21;21;11;11;16;11;4;8;8;11;11;11;16;8;4;11;11;16;16;11;15;16;11;9;4;3;4;9;3;3;10;9;19;22;22;25;22;25;22;23;25;27;30;29;30
29;29;27;29;29;29;29;29;24;29;25;17;29;30;29;30;30;29;30;30;29;30;27;29;29;27;18;17;23;23;18;23;27;29;29;29;29;29;29;29;27;27;29;25;23;29;29;29;29;17;25;29;29;25;26;29;30;29;28;29;18;7;5;3;5;16;18;7;15;13;11;20;7;8;11;7;8;21;15;4;8;20;16;20;21;11;3;3;21;21;8;8;16;16;4;16;16;11;4;8;11;16;11;4;11;16;16;16;8;8;8;11;16;11;8;8;16;11;8;11;8;4;7;4;4;5;3;5;4;9;27;28;27;22;25;27;22;27;30;30;30
29;22;29;30;28;27;26;29;29;29;29;22;25;29;30;29;29;29;29;30;30;30;29;27;30;29;27;29;26;27;29;26;27;30;29;29;29;29;30;29;27;27;27;29;29;27;27;29;30;29;10;18;29;30;29;29;30;28;9;3;5;15;8;8;24;19;11;16;8;3;15;20;4;4;8;11;16;20;16;11;26;26;21;21;16;3;3;21;28;11;11;16;11;4;4;16;11;11;11;4;4;11;16;11;16;11;16;11;4;4;16;8;4;8;8;8;8;4;4;8;4;4;4;8;20;16;9;4;5;5;9;16;25;26;25;26;27;27;27;25;27
29;28;30;29;29;29;29;29;29;29;30;29;29;22;29;29;27;22;25;29;30;29;29;29;29;27;18;18;25;29;30;29;29;29;29;29;29;30;30;29;29;27;26;29;29;27;26;29;30;30;29;26;27;30;30;22;18;9;5;3;11;24;4;6;16;8;20;21;5;16;28;11;3;3;4;21;16;8;8;16;26;26;21;21;11;4;12;28;11;16;16;16;8;4;4;8;8;16;16;16;11;11;8;8;8;8;11;11;11;8;8;4;5;4;16;16;11;11;8;4;4;8;11;8;8;11;8;4;11;9;4;5;3;15;27;29;26;25;22;25;25
29;30;30;29;30;30;30;29;30;29;30;29;29;29;27;27;30;29;29;25;27;30;29;26;29;29;27;27;27;17;25;29;30;27;26;29;29;29;29;29;29;29;29;30;30;29;27;29;30;29;30;30;24;15;14;18;7;6;15;16;28;24;7;7;8;16;20;16;11;28;11;3;8;20;16;21;16;8;21;28;28;28;26;21;20;21;21;8;4;11;8;4;8;16;16;8;8;11;4;8;8;4;8;16;16;8;4;8;11;8;4;16;16;11;4;8;11;20;21;15;8;4;4;8;8;8;8;4;8;11;9;2;3;3;9;22;29;30;29;28;29
30;29;30;30;30;29;30;30;29;29;29;29;29;29;29;27;29;30;29;27;25;27;29;27;29;29;30;29;30;29;23;17;25;29;29;27;29;29;29;29;30;29;30;30;29;29;29;26;29;30;30;19;14;14;16;20;15;20;15;5;16;15;8;8;16;24;21;15;11;16;8;16;28;26;21;21;4;11;26;20;16;16;16;11;11;21;8;5;11;11;4;4;4;15;11;8;16;16;16;16;8;16;8;4;8;8;16;16;16;16;16;11;16;20;16;16;8;4;8;16;20;16;8;8;11;11;8;8;8;16;11;3;5;2;5;3;9;30;30;30;29
30;30;29;29;29;30;29;30;30;30;29;29;29;29;29;25;23;29;30;28;29;29;29;26;23;18;27;29;29;29;30;27;17;17;27;30;29;29;29;29;30;29;29;30;30;29;27;29;26;29;22;15;9;19;20;24;26;20;7;6;16;8;16;28;26;26;20;8;8;16;11;16;16;8;7;8;15;16;16;16;11;11;16;20;16;8;5;20;28;21;21;20;20;20;16;11;16;16;16;16;16;16;11;11;20;16;16;16;15;16;16;11;8;16;16;16;11;4;8;7;11;20;21;16;11;8;4;4;8;15;8;1;3;3;3;3;3;10;22;29;29
29;30;30;29;28;29;29;30;29;30;29;29;29;27;29;29;18;25;30;29;29;29;30;29;29;25;25;27;27;27;29;29;30;25;18;25;29;29;30;30;30;29;29;30;29;29;28;24;18;19;20;19;14;15;14;15;7;15;20;24;24;15;16;24;16;16;4;15;21;20;4;8;16;8;14;8;19;11;16;16;21;21;20;20;16;7;11;20;20;28;28;21;21;21;20;16;16;15;16;20;16;4;15;21;21;20;16;16;11;8;11;15;11;8;4;11;21;21;16;11;15;8;16;16;8;11;11;8;4;8;4;8;8;4;4;5;4;3;5;11;22
25;27;29;29;29;30;30;29;29;26;29;24;29;29;27;29;29;25;29;30;30;30;29;30;29;29;30;29;27;25;24;29;29;30;29;25;27;29;29;29;29;30;30;29;30;30;29;22;24;18;13;20;26;20;18;15;5;16;24;21;26;8;8;20;15;7;16;26;26;15;3;8;16;20;20;16;20;20;21;21;20;16;20;16;8;11;16;4;8;8;16;20;16;20;16;16;20;20;16;11;8;8;7;16;16;16;11;8;11;16;11;16;16;16;16;11;16;20;21;20;8;7;4;8;16;16;11;11;8;4;4;4;11;11;16;11;4;4;4;4;4
26;25;22;24;29;29;29;30;29;30;29;29;27;27;26;29;29;29;25;29;29;30;30;29;29;29;29;29;29;24;29;29;29;29;29;29;29;29;25;17;27;29;30;29;30;29;18;18;20;19;6;7;20;24;20;19;15;7;20;26;24;7;16;16;4;20;26;26;20;15;8;8;26;20;11;21;28;20;21;20;8;20;21;16;16;20;16;16;16;8;8;20;20;16;16;15;16;16;20;21;20;16;16;16;16;16;8;8;8;11;16;16;16;16;20;20;16;11;16;16;8;8;4;4;8;8;8;8;11;11;8;4;5;3;8;8;8;4;4;11;5
30;29;29;18;22;29;29;29;29;30;30;30;29;30;29;29;27;29;27;18;17;10;17;27;27;29;30;29;29;29;29;29;28;29;29;30;29;29;29;29;29;30;30;30;28;18;14;19;19;19;15;13;5;14;26;24;7;6;8;16;20;24;24;4;6;11;20;20;20;21;8;8;20;16;15;21;20;16;20;8;8;20;21;20;26;28;26;21;26;26;20;16;11;8;16;20;16;16;20;21;21;20;20;16;11;16;15;15;16;16;16;20;16;20;16;20;16;16;16;15;16;16;16;16;4;4;4;3;8;16;16;11;11;8;1;3;4;16;4;4;9
29;30;30;29;27;24;27;24;25;27;29;30;30;29;27;25;25;24;29;29;27;17;14;17;17;25;29;29;29;29;29;29;29;29;29;30;29;30;29;30;29;29;29;29;24;20;19;5;6;18;24;19;3;3;24;15;8;16;16;19;20;16;16;15;20;26;24;8;8;8;20;24;16;21;26;16;3;16;26;20;21;20;16;20;20;16;21;26;21;20;8;8;8;8;20;21;20;16;16;16;16;20;16;8;11;20;16;16;20;11;15;21;20;16;16;11;11;16;16;11;16;20;20;21;16;8;4;4;3;4;16;11;16;11;4;3;4;4;7;4;5
29;29;30;30;29;25;26;27;17;5;17;23;27;29;25;19;23;25;27;29;29;29;29;29;25;17;10;17;25;29;29;29;29;29;29;29;29;29;29;27;6;10;19;22;14;18;20;5;13;16;24;19;3;13;24;5;14;26;19;16;20;7;20;28;21;20;15;7;20;24;20;20;24;20;16;8;8;21;16;8;21;26;21;20;11;8;16;20;16;11;11;20;21;20;16;20;20;21;20;16;16;20;16;20;26;21;21;20;20;20;16;16;16;11;11;4;4;11;16;11;11;20;20;16;16;11;16;16;4;3;5;8;16;8;4;4;3;4;4;4;4
30;30;29;29;29;28;29;29;29;27;10;6;10;18;25;29;29;24;23;19;27;29;29;29;29;27;25;23;17;18;29;30;29;29;30;30;29;29;27;25;19;25;20;18;5;14;20;3;13;14;6;14;6;20;24;3;3;16;13;15;16;3;8;20;24;24;21;19;24;16;4;8;20;26;20;20;21;24;16;16;21;21;15;16;21;21;20;15;8;15;20;21;21;16;16;16;20;21;16;16;16;8;15;28;26;21;21;20;16;20;16;11;20;21;16;11;11;8;15;16;20;16;16;16;4;4;16;26;26;16;5;4;11;16;11;16;4;4;8;4;7
27;29;29;29;29;30;29;29;26;29;29;29;25;23;10;7;25;27;27;29;29;27;29;27;29;29;29;30;29;17;17;29;30;29;30;30;29;25;25;30;30;28;13;14;13;6;13;6;13;13;3;3;3;19;7;3;14;13;14;16;8;5;8;20;24;20;15;4;7;16;19;8;21;24;21;24;21;20;21;28;24;16;16;21;28;26;20;20;16;20;21;20;16;16;20;20;15;15;8;11;16;16;16;16;21;24;21;20;11;8;8;8;16;20;16;16;24;16;16;16;16;11;11;20;15;4;8;11;21;16;8;4;4;11;16;16;16;4;3;8;11
26;25;18;18;25;18;23;29;29;29;30;29;30;29;28;29;27;26;29;29;29;29;29;29;29;29;29;29;29;29;27;25;27;29;30;29;29;29;29;30;30;18;6;6;3;13;19;5;18;14;3;3;6;14;14;20;19;14;24;24;16;24;15;6;7;8;14;24;28;24;8;14;15;8;16;16;20;16;16;16;11;11;24;28;20;8;16;20;20;20;16;20;21;24;26;21;11;11;16;16;20;26;20;11;16;20;20;16;20;20;16;16;11;8;16;21;26;20;20;16;11;8;16;20;20;21;11;4;8;8;16;20;8;8;11;8;4;4;3;3;5
29;29;25;18;23;18;17;14;17;18;25;27;29;30;29;30;29;30;29;29;29;29;29;30;29;29;29;29;29;29;29;29;29;29;29;27;27;29;30;30;27;13;14;13;13;19;13;13;24;3;3;5;13;5;6;13;24;20;26;14;14;7;3;15;16;8;24;30;26;16;7;24;26;24;24;24;21;16;20;20;11;15;20;16;8;15;26;20;15;11;20;26;28;21;20;20;20;20;21;20;20;16;21;21;16;8;16;21;26;20;8;15;21;15;15;26;26;21;16;16;16;20;21;11;16;21;26;16;8;16;20;21;11;4;4;8;4;4;4;4;5
29;29;29;29;29;29;29;29;29;27;29;29;29;29;29;29;30;29;29;29;29;29;30;30;30;29;29;30;29;30;29;30;29;30;29;25;27;27;25;27;19;6;6;18;18;6;6;24;14;3;3;13;13;14;3;19;19;19;8;7;13;5;24;30;14;7;28;30;24;16;20;28;30;28;28;26;8;16;26;28;26;21;20;16;20;26;16;15;20;8;8;21;21;20;16;20;21;26;21;24;20;16;20;26;20;11;8;8;16;8;16;11;15;15;8;16;11;15;16;20;21;26;20;8;8;15;20;16;8;16;20;11;4;3;3;11;12;16;8;8;11
29;29;29;30;29;30;29;30;30;30;30;30;28;29;29;30;29;30;29;30;29;14;10;17;25;29;30;30;30;29;30;29;30;29;30;27;22;29;28;24;18;3;5;14;14;5;3;20;5;3;3;6;19;6;14;20;13;13;13;19;14;19;28;20;5;5;20;16;14;7;8;24;26;26;24;11;4;7;11;21;26;20;20;28;26;20;16;20;28;20;15;16;8;4;16;28;26;21;20;21;16;20;21;26;20;16;8;11;8;16;20;24;16;8;15;15;5;5;16;15;16;21;16;16;20;16;11;16;16;11;16;8;11;8;5;5;8;16;4;4;7
29;29;28;30;29;30;30;29;29;30;30;29;30;30;30;30;29;30;29;30;30;17;3;3;9;19;27;27;29;29;29;30;30;30;30;29;25;28;28;18;6;6;5;5;13;5;5;18;3;3;3;14;14;5;13;14;6;3;13;14;14;19;14;3;5;14;14;14;14;16;19;15;16;21;11;16;26;24;16;16;15;11;16;20;20;21;26;26;26;26;21;20;16;7;4;20;21;21;16;20;21;21;21;16;8;8;16;24;8;8;8;20;15;7;26;28;20;8;11;15;8;4;15;20;21;20;16;20;21;20;11;16;21;20;8;4;3;4;11;11;3
29;30;29;30;30;29;30;30;30;29;29;29;30;30;30;29;29;30;29;29;29;19;17;9;10;17;25;22;29;29;29;29;29;30;30;29;29;30;19;5;13;13;5;5;6;3;14;14;5;3;5;14;5;5;13;5;5;13;6;3;6;6;5;15;19;13;6;24;30;28;24;14;16;8;16;28;26;28;24;15;16;26;24;16;16;24;28;28;26;21;24;21;28;20;16;16;16;16;20;21;20;8;8;7;11;16;15;8;7;15;16;8;3;3;5;21;28;20;19;16;15;6;16;21;16;8;16;20;20;20;16;21;20;8;11;11;3;3;4;8;3
30;30;30;29;30;30;29;29;29;29;29;29;30;29;29;30;30;30;30;29;27;29;29;25;18;17;13;17;19;27;27;25;27;29;30;29;28;26;18;5;6;13;5;5;5;5;6;13;6;3;6;6;3;13;6;3;13;14;5;3;5;6;18;24;13;5;18;28;26;26;14;15;16;20;28;26;15;8;16;24;28;28;26;26;26;20;16;20;26;26;24;28;28;28;21;16;16;20;21;20;11;15;15;8;16;21;20;4;4;26;26;20;16;4;3;3;7;16;16;16;21;26;21;20;11;8;8;8;4;16;21;16;11;8;20;16;15;5;3;5;11
29;29;29;29;29;29;30;29;30;29;24;29;29;29;30;30;30;30;30;30;29;30;30;30;29;29;17;17;10;5;13;25;22;27;27;28;29;19;13;5;5;13;5;6;3;6;5;14;5;3;6;5;6;14;3;3;19;14;5;5;13;13;18;14;5;14;20;24;26;19;15;19;24;30;26;15;20;20;26;28;26;24;24;26;28;26;20;24;28;28;26;26;20;16;24;21;26;21;21;11;8;21;26;20;15;20;26;21;16;16;26;21;26;26;20;4;4;15;16;20;20;20;16;16;20;21;16;11;4;3;7;4;8;20;16;16;20;11;3;3;11
30;29;30;29;28;29;30;29;30;29;29;29;28;29;30;29;29;29;29;29;29;29;29;29;29;30;30;29;27;17;17;25;29;28;28;28;28;18;14;5;6;5;3;13;6;5;5;6;13;3;6;6;6;6;3;3;18;13;3;6;5;18;24;6;13;26;19;20;24;14;18;15;20;20;20;20;20;26;28;26;24;26;28;24;26;28;26;24;26;26;24;20;16;20;26;16;14;20;4;3;8;21;21;21;20;21;28;28;28;20;21;28;26;16;21;24;20;8;8;24;8;3;5;20;21;20;21;26;21;11;4;4;7;16;21;20;11;8;16;11;8
29;30;28;29;29;29;29;29;27;26;29;30;30;29;29;30;29;29;29;29;29;29;24;25;29;29;29;28;29;26;29;29;30;30;28;30;26;14;14;6;6;5;6;6;6;5;5;5;14;3;3;6;14;3;3;6;18;5;3;3;19;24;3;6;24;5;13;18;19;24;24;26;24;19;28;26;26;26;26;26;26;26;28;28;28;28;26;24;20;20;20;24;24;24;24;16;8;11;5;7;11;16;26;20;8;5;11;26;16;16;26;24;4;8;26;26;16;5;4;7;5;4;8;20;16;16;24;26;26;24;16;11;16;8;8;16;11;16;20;16;15
29;29;29;26;29;26;24;29;29;30;30;30;29;29;29;29;29;28;29;26;29;24;27;29;24;25;25;26;29;29;30;30;30;29;30;28;28;19;6;13;6;5;5;4;5;5;5;5;6;5;3;5;18;5;3;13;13;3;3;14;19;3;5;19;3;3;24;28;28;26;24;28;28;30;30;28;30;26;26;26;24;24;28;28;26;24;24;24;24;24;24;26;26;26;24;28;24;20;26;20;16;15;16;8;5;3;3;3;3;8;8;3;4;19;15;5;7;16;8;20;24;6;8;16;13;20;24;20;20;21;26;20;19;16;4;6;20;16;15;16;4
30;28;29;29;30;29;29;29;30;30;29;29;29;30;29;30;30;29;27;24;27;29;26;27;29;28;29;30;29;30;30;29;30;30;28;30;28;24;6;6;6;4;4;4;4;4;3;3;3;3;3;6;6;3;5;13;3;3;14;18;3;5;19;6;6;26;30;28;24;20;28;26;28;30;30;28;28;28;28;26;26;26;28;28;28;24;26;26;26;26;28;26;28;26;26;26;14;20;26;26;26;24;15;16;20;20;16;8;3;18;8;6;28;20;5;6;26;30;26;20;28;28;24;24;19;15;20;24;20;24;24;24;20;24;19;8;20;20;16;15;13
